id;name;thread; go_to
916;Page 4 (Lisa appears);«Гарри!» Она перестает выглядеть совершенно измученной и бросается ко мне невинным, детским видом.;
917;Page 5;«Рад, что ты в порядке». «Слава богу, ты вернулся. Я боялся оставаться здесь совсем один». «Теперь я здесь. Я тоже волновался. Я очень рад тебя видеть».;
918;Page 6;Я слегка обнимаю Лизу и нежно отстраняюсь. Затем я говорю, глядя ей в глаза.;
919;Page 7;«Лиза, ты можешь сказать мне, как пройти к озеру?» «Озеро? Ты едешь по Бэчман-роуд». «Дорога заблокирована». Я вспоминаю, что сказала мне Сибил.;
920;Page 8;«Ну, это единственный выход». «Ты уверен? Должен быть другой путь». Лиза кладет руку на подбородок и немного думает. Затем ее глаза широко распахнулись, как будто она что-то поняла.;
921;Page 9;«Подожди, я только что кое-что вспомнил». «Что?»;
922;Page 10;«Рядом с моей старой начальной школой есть водопровод. Он был заброшен в течение многих лет. Там есть подземный туннель, используемый для инспекций, или что-то в этом роде! Я помню, что слышал, что он ведет к озеру!»;
923;Page 11;"""Правда?! Думаешь, я смогу попасть оттуда к озеру?"" ""Я никогда не был там сам, так что я не уверен. Кроме того, все это огорожено, чтобы не пускать людей"".";
924;Page 13;«Если есть шанс, я должен попытаться». Лиза снова обнимает меня, и я думаю, что ее лицо начинает выглядеть заплаканным.;
925;Page 14;«Гарри, не уходи! Я не хочу быть одна. Это так страшно, что я не могу этого вынести».;
926;Page 15;Это одна палата в пустой больнице. В этом состоянии, в котором монстры могут выбить дверь и войти в любое время, у нее нет оружия, чтобы защитить себя. Так что ее охват страха вполне естественен.;
927;Go to 11-2; Глава 11 «Снова больница» Лиза говорит: «Не уходи»;
928;Page 1 (Nightmare examination room) (Lisa appears);Что мне делать? A) Возьми с собой Лизу.;
929;Go to 11-3;Б) Оставьте Лизу здесь.;
930;Go to 11-4; Глава 11 «Снова больница» Гарри говорит: «Пойдем со мной»;
931;Page 1 (Nightmare examination room) (Lisa appears);Я говорю: «Как насчет того, чтобы пойти со мной? Возможно, это тоже не самое безопасное место в мире. Я не могу ничего тебе обещать, но я сделаю все возможное, чтобы защитить тебя».;
932;Page 2 (Lisa looks down);«Нет… почему-то я чувствую, что не должен покидать это место. О, Гарри, мне так страшно… мне холодно».;
933;Page 3;Я колеблюсь. Могу ли я оставить Лизу в покое... Но что тогда будет с Шерил? Шерил зависит только от меня. Моя забота о Шерил не идет ни в какое сравнение с моей заботой о Лизе. В конце концов... она моя дочь.;
934;Page 4;"«Послушай, просто подожди здесь еще немного. Я вернусь, как только найду свою дочь». Возможно, эти слова прозвучали холодно для Лизы. Но ничего не поделаешь. Я должен спасти свою дочь. «Гарри. ..""";
935;Go to 11-5; Глава 11 «Снова больница» Гарри говорит: «Я не могу»;
936;Page 1 (Nightmare examination room) (Lisa appears);Я колеблюсь. Могу ли я оставить Лизу в покое... Но что тогда будет с Шерил? Шерил зависит только от меня. Моя забота о Шерил не идет ни в какое сравнение с моей заботой о Лизе. И неважно, что она моя дочь. .;
937;Page 2;"«Послушай, просто подожди здесь еще немного. Я вернусь, как только найду свою дочь». Возможно, эти слова прозвучали холодно для Лизы. Но ничего не поделаешь. Я должен спасти свою дочь. «Гарри. .....""";
938;Go to 11-5; Глава 11 «Водонапорная башня на здании» Повзрослевший монстр;
939;Page 1 (Close up of metal grating floor);Я выхожу из больницы. Водопровод рядом с начальной школой... Мне сказали, что я могу пройти через эту канализацию и добраться до озера, к которому направляется Шерил. Я должен спешить.;
940;Page 2;Когда я начал бежать, я почувствовал, как что-то летит над моей головой. Похоже, что-то летает по небу надо мной по кругу, но там темно, поэтому я плохо вижу это. Я поднимаюсь по металлической лестнице здания через улицу, а потом поднимитесь на крышу.;
941;Page 3 (Close up of Float Stinger);«Что… что это…?» Гигантский мотылек… Наверное, я не убил его полностью. Та гусеница, которую я подстрелил в центре города, последовала за мной сюда.;
942;Page 4 (Float Stinger, animated);И оно созрело. Он танцует на фоне черного неба и смотрит на меня сверху вниз. Вдобавок к яду, который он может выделять изо рта, у него теперь есть жало, которым он может уколоть меня.;
943;Go to 11-6;"Глава 11 ""Водонапорная башня на здании""Я должен убить ее здесь...";
944;Page 1 (Float Stinger, animated);Я в опасности...!A ) Стреляйте из винтовки, уклоняясь от нее.;
945;Go to 11-7;Б) Прячьтесь в тени зданий.;
946;Go to 11-8; Глава 11 «Водонапорная башня на здании» Стрельба из винтовки, уклоняясь от нее;
947;Page 1 (Float Stinger, animated);Я стреляю из винтовки. Однако она отлично летает в воздухе и уклоняется от прицеливания, оставляя пулю летать только в воздухе, прежде чем ее поглотит тьма.;
948;Go to 11-9; Глава 11 «Водонапорная башня на здании» Прятаться за водонапорной башней;
949;Page 1 (Float Stinger, animated);Я спрятался за водонапорную башню и через небольшое отверстие наблюдал за гигантским чудовищем.;
950;Page 2;Монстр, который кружит по небу в попытке поймать меня. Используя водонапорную башню как щит, я изучаю его движения и одновременно ищу жизненно важную точку.;
951;Page 3;Его голова с этими ядовитыми бивнями... Его живот, содержащий большое количество ядовитой жидкости... Его крылья, которыми он может свободно управлять...;
952;Go to 11-9;Глава 11 «Водонапорная башня на здании» Успокоение... (Крупный план металлической решетки пола);
953;Page 1 (Float Stinger, animated);«Успокойся», — сказал я себе.;
954;Go to 11-10; Глава 11 «Водонапорная башня на здании» Невидимое слабое место;
955;Page 1 (Float Stinger, animated);Я должен сосредоточиться только на одной цели. А) Живот;
956;Go to 11-11;Б) Крылья;
957;Go to 11-12;С) Голова;
958;Go to 11-13;Глава 11 «Водонапорная башня на здании» Цель — ее брюшко;
959;Page 1 (Float Stinger, animated);Уворачиваясь от него, я направляю ствол пистолета на мягкую область под его грудью. Он ловко использует свои большие крылья, чтобы преследовать меня, но в конце концов его сила иссякает, и он падает между двумя зданиями.;
960;Page 2;Из его внутренностей вытекает зеленая жидкость, и его крики эхом разносятся по всему городу.;
961;Go to 11-14;Глава 11 «Водонапорная башня на здании» Цель – ее крылья;
962;Page 1 (Float Stinger, animated);Я целюсь в его крылья. Его крылья такие большие, что даже если бы я проделал дыру в одном из них, это не имело бы большого значения.;
963;Page 2;Основание его крыльев... Если я разрушу соединение у основания его крыльев, они больше не будут функционировать. Я корректирую прицел.;
964;Page 3;Однако прицелиться в такую ​​маленькую площадку для такого любителя, как я, довольно сложно. Кроме того, мой противник может свободно летать в небе, что заставляет меня думать, что выстрел почти невозможен.;
965;Page 4;Уворачиваясь от него, я направляю ствол пистолета на мягкую область под его грудью. Он ловко использует свои большие крылья, чтобы преследовать меня, но в конце концов его сила иссякает, и он падает между двумя зданиями.;
966;Page 5;Из его внутренностей вытекает зеленая жидкость, и его крики эхом разносятся по всему городу.;
967;Go to 11-14; Глава 11 «Водонапорная башня на здании» Цель — ее голова;
968;Page 1 (Float Stinger, animated);Я целюсь ему в голову. Я кладу тяжелую винтовку на плечо и, стараясь, чтобы пот не попал мне в глаза, кладу палец на спусковой крючок.;
969;Page 2;Как и у многих существ, у этого монстра есть мозг. Это то, что я выстрелю и уничтожу. Но моя цель тихая, узкая и маленькая.;
970;Page 3;"Звук моего первого выстрела эхом отдается в ночи. Но пуля лишь задевает голову и исчезает во тьме. ""Черт...!""";
971;Page 4;Но я не сдаюсь. Я должен приблизиться к своему противнику.... Но, если я втяну его, я должен быть готов. Так как это будет сопровождаться опасностью.;
972;Page 5;Я избегаю ядовитого дождя. К счастью, ветер уже начал дуть. Чтобы приспособить крылья к ветру, ему требуется вся его сила, и, похоже, ему трудно атаковать меня.;
973;Page 6;Это мой шанс. Я еще раз прицеливаюсь. А затем дважды подряд нажимаю на курок.;
974;Page 7;В этот момент его голова мгновенно исчезла из тела. Без его диспетчерской башни эти крылья и ядовитые бивни были просто тряпкой между зданиями.;
975;Go to 11-14;Глава 11 «Водонапорная башня на здании» Бесконечный кошмар;
976;Page 1 (Black);Кошмар все еще продолжается...;
977;Go to 12-1; Глава 11 «Комната для осмотра» С Кауфманном, втроем;
978;Page 1 (Nightmare examination room);Я открываю ворота в больницу, а затем энергично открываю дверь смотровой. Внутри меня ждет Лиза.;
979;Page 2 (Lisa appears);«Гарри!» Она перестает выглядеть полностью измученной и бросается ко мне с невинным ребяческим видом.;
980;Page 3;"""Рад, что ты в порядке."" ""Слава богу, ты вернулся! Я боялся быть здесь совсем один!"" ""Теперь я здесь. Я тоже волновался. Я очень рад тебя видеть.""";
981;Page 4;Я слегка обнимаю Лизу и нежно отстраняюсь. Затем я говорю, глядя ей в глаза.;
982;Page 5;"""Лиза... ты видела женщину-полицейского по имени Сибил?"" ""Сибил...? Я впервые слышу это имя... Я ее не видела... С тех пор, как город стал таким, я не встречал других людей, кроме тебя».";
983;Page 6;Меня раздражало, что я ничего не понимаю в происходящем, поэтому я громко цокнул языком. «Что случилось, Гарри? Ты не выглядишь собой». Интересно, не является ли это просто заблуждением».;
984;Page 7 (Lisa looks down);Лиза выглядит немного грустной. «Я — это я. Ничего не изменилось. Я просто ждал тебя здесь все это время». Ничего не говоря, я просто посмотрел на Лизу.;
985;Page 8;"Пока мы разговаривали, я не мог быть уверен, сижу ли я в данный момент здесь или говорю на самом деле. Мой голос и мое существование начали растворяться в сухом воздухе комнаты... Комната для осмотра""Появляется Кауфманн";
986;Page 9 (Examination room door) (Kaufmann appears);А потом дверь открылась и кто-то вошел. Доктор Михаэль Кауфманн. Да. Он определенно сказал, что он врач в этой больнице.;
987;Page 10;«Что ты делаешь?» Лиза глубоко вздохнула и полуулыбнулась, приветствуя его. «Это Гарри. Его дочь потерялась в этом городе».;
988;Page 11;«Он уже сказал мне это. Ты нашел ее?» Нет, я покачал головой из стороны в сторону. «Гарри, ты знаешь Майкла?»;
989;Page 12;«Да, когда я впервые посетил эту больницу, я встретил его однажды». Я вспомнил, как он держал меня под дулом пистолета.;
990;Page 13;«Было нехорошо. Все дороги перекрыты. Выехать невозможно». Мы втроем просто молчали.;
991;Page 14;«Я вырос в этом городе. Я знаю этот район. Насколько я мог видеть, все дороги, ведущие из города, превратились в отвесные скалы или были завалены большими валунами. Мы полностью изолированы».;
992;Page 15;"Улыбка Лизы исчезла. ""Ну... что мы будем делать?"" (Лиза) «Мы должны начать думать об этом. Я собираюсь немного поспать...» С этими словами Кауфманн вышел из комнаты.";
993;Page 16 (Kaufmann disappears);«Ты куда?» «В кабинет директора. Он там часто ночует», — ответила за него Лиза.;
994;Go to 12-6;Глава 12 «Бар Энни» Звуки борьбы;
995;Page 1 (Lakeside intersection, night);Пройдя через канализацию, соединенную с водопроводом возле начальной школы, я оказался в самой популярной части Сайлент-Хилла, туристическом месте на берегу озера.;
996;Page 2;Однако, несмотря на это, нет никаких оснований ожидать, что здесь кто-то будет. Местность окутана тьмой, и состояние, в котором невозможно даже ходить без фонарика.;
997;Page 3;"Сначала я решаю войти в ""Бар Энни"", который находится на дороге к озеру. Когда я приближаюсь к двери, я слышу звуки, похожие на борьбу, доносящиеся с другой стороны. Глава 12 ""Бар Энни"" Кауфман подвергается нападению.";
998;Page 4 (Kaufmann and a mumbler);Когда я открываю дверь, внутри... Кауфманн там. Доктор Михаэль Кауфманн, именно так он назвал свое имя. Чудовище загнало его в угол. Его спина прижата к дальней стене бара, и он запыхался.;
999;Page 5;Он не заметил, как я вошел в бар, и выглядел так, будто потерял всякую надежду. Я навел пистолет на чудовище и выстрелил. воздух выглядит совершенно измученным.;
1000;Page 6 (Close up of Kaufmann);«Ты в порядке?» Пока я говорил с ним, он слабо встал, дважды почистил штаны, а затем медленно посмотрел на меня.;
1001;Page 7;"""Да, наверное, да. Но я разбит. Я думал, что мне там конец. Ну, как дела? Ты нашел выход?"" ""Нет. Пока нет. А ты?""";
1002;Page 8;"""Зип. Но сдаваться слишком рано. Это сумасшествие не может продолжаться вечно. Военный спасательный отряд должен быть здесь в любой момент. Если они пройдут через город, мы свободны"".";
1003;Page 9;Он посмотрел на темноту за окном и сжал кулаки. — Надеюсь, — говорю я.;
1004;Page 10;«Мне пора идти. Сейчас не время стоять и хлопать жвачками».;
1005;Page 11;Он поправил ошейник, а затем стал идти к двери. Он шел так, как будто был невероятно голоден, и когда он дошел до двери, я задал ему вопрос, который уже давно крутился у него в голове.;
1006;Go to 12-2; Глава 12 «Бар Энни» Вопрос, который был у меня на уме;
1007;Page 1 (Close up of Kaufmann);Кауфманн...А) Спросите его об Алессе.;
1008;Go to 12-3;Б) Покажите ему фотографию Алессы.;
1009;Go to 12-4; Глава 12 «Бар Энни» об Алессе (Кауфман крупным планом);
1010;Page 1 (Close up of Kaufmann);«Ты знаешь девушку по имени Алесса?» Его рука, которую он положил на дверную ручку, на мгновение замерла. А потом он снова посмотрел на меня.;
1011;Page 2;«Нет». Кауфманн быстро оглянулся на дверь и ушел, словно убегая.;
1012;Go to 12-5; Глава 12 «Бар Энни» Показ Кауфманну фотографии Алессы;
1013;Page 1 (Close up of Kaufmann);«Ты знаешь эту девушку?» Его рука, которую он положил на дверную ручку, на мгновение замерла. А потом он снова посмотрел на меня.;
1014;Page 2;Я держу фотографию Алессы в руке. Увидев ее, на лице Кауфмана появляется выражение ужаса, и он замирает. «Ты… кто ты, черт возьми, такой…?»;
1015;Page 3 (Black);Я не мог понять смысла его вопроса. В следующее мгновение Кауфманн повернулся и вышел из комнаты, как будто его засосало через дверь.;
1016;Go to 12-5;Глава 12 «Бар Энни» Секрет Кауфмана (перекрёсток у озера, ночь) 12-5 Секрет Кауфмана;
1017;Page 1 (Black);Доктор Майкл Кауфманн, у него определенно есть какой-то секрет. Хотя я не уверен, связано ли это со спасением Шерил или нет, он знает основную причину, по которой этот город претерпел изменения.;
1018;Page 2;Я последовал за ним, чтобы он меня не заметил.;
1019;Page 3 (Lakeside intersection, night);Он мчится по темным переулкам. Может быть, это потому, что он знаком с здешней географией? Звук резкого ветра, дующего с гор и прорезающего карнизы зданий, скрывает мои шаги и мое присутствие.;
1020;Page 4;Я продолжал осторожно следить за ним, стараясь не упустить его из виду.Глава 12 «Мотель» Гараж;
1021;Page 5;Наконец его маленькая фигурка открыла дверь определенного здания и исчезла внутри. Он вошел в мотель. Но не в одну из гостевых комнат. Дверь, через которую он прошел, закрыта для посторонних и предназначена только для сотрудников.;
1022;Page 6;Я нажимаю на свое сердце, которое, кажется, вот-вот взорвется, левой рукой открываю дверь, которой только что пользовался Кауфманн, и вхожу внутрь.;
1023;Page 7 (Hotel garage);Внутри повсюду древняя пыль, и в комнате пахнет плесенью. Похоже, это гараж. Масло, распылитель, шины и прочее сложены на грязной металлической полке.;
1024;Page 8;«Странно…» Кауфмана нигде нет. В комнате есть еще одна дверь, и она приоткрыта. Должно быть, он прошел через нее в другую комнату.;
1025;Page 9;Однако я не сразу пошел за ним. Вместо этого мое внимание переключилось на мотоцикл у стены, и я остановился.;
1026;Page 10;Бензобак мотоцикла отличается от остального мотоцикла своей непривычной чистотой и блеском. Мотоцикл настолько весь в пыли, что невозможно даже различить, какого он цвета. возился с кем-то.;
1027;Page 11;Пытаюсь аккуратно открыть бензобак.;
1028;Page 12 (Red bottle in black bag);Внутри бензобака есть черный виниловый пакет, защищающий маленькую стеклянную бутылку. В тот момент, когда я собирался дотянуться до него, меня остановил знакомый голос: «Мотель» Мужчина, лицо которого побелело от гнева.;
1029;Page 13 (Close up of Kaufmann);«Дай мне это!» Когда я повернулся, Кауфманн просто смотрел на меня, его лицо было белым от гнева. Его сжатые кулаки тряслись от ярости.;
1030;Page 14;«Что это?» «Это не твое дело! Вместо того, чтобы возиться с этим, как насчет того, чтобы придумать способ выбраться отсюда?» «Хм».;
1031;Page 15;«Ты не должен торчать здесь и дурачиться! Что ты думаешь, что делаешь? Хочешь, чтобы тебя убили!? Убирайся отсюда!»;
1032;Page 16;Даже если бы он этого не сказал, я поняла. Я не знала, насколько важна для него эта маленькая бутылочка, но я не думала, что она поможет мне найти Шерил. Поэтому я отдала ее ему.;
1033;Page 17;«Хорошо, успокойся». «Если не хочешь умереть, сосредоточься на делах. Понял?»;
1034;Page 18 (Black);Сказав, что Кауфманн ведет себя спокойно и уходит из гаража, я думаю: «Этот парень, должно быть, замешан в местном рэкете с наркотиками.;
1035;Page 19;Боже, он был зол. И в такой спешке. Наверное, это был наркотик в бутылке. В любом случае, лучше пусть он делает, что хочет. На карту поставлено больше, чем моя жизнь».;
1036;Page 20;Затем я понимаю, что теряю время, и немедленно покидаю отель.;
1037;Go to 13-1;Глава 12 «Кабинет осмотра» Собираюсь за обогревателем;
1038;Page 1 (Nightmare examination room);Холодно. И не случайно, так как на улице идет снег. Но в этой комнате нет никакого отопления. Я снял куртку и пошел надеть ее на Лизу, но она покачала головой из стороны в сторону.;
1039;Page 2 (Lisa appears);«Разве там нет отопления?» Лиза перевела взгляд на обогреватель в задней части комнаты. «Извини. Он работал до вчерашнего дня, но сегодня сломался. Какая ирония судьбы». Лиза пожала плечами.;
1040;Page 3;"""Но должен быть масляный обогреватель для использования в палатах в приемной... Я пойду и возьму его."" Лиза начинает вставать, но я останавливаю ее. ""Я пойду и возьму его. Просто сиди спокойно. """;
1041;Page 4;Лиза улыбнулась. «Вы добры». Я сделала вид, что не слышу ее, когда вышла из палаты. Глава 12 «Прием в больнице» Зачем я пришла сюда...;
1042;Page 5 (Black);Я делаю слышимый вздох. Пока я разговаривал с Лизой, я почувствовал умственную усталость. Но я почувствовал, что меня слегка влечет к ней. Необъяснимая раздражительность взяла верх над моими чувствами.;
1043;Page 6;Я положил руки на один из двух обогревателей, выстроенных под стойкой администратора, и меня охватило странное ощущение.;
1044;Page 7;Я поднял голову и огляделся. В темном, мрачном вестибюле слышен только звук больших настенных часов, отсчитывающих неоспоримое течение времени.;
1045;Page 8;"Прислушиваясь к неравномерному ритму этого тикающего звука, который мало чем отличался от неравномерного пульса пациента перед смертью, я совершенно забыл, зачем пришел в вестибюль. Больничный коридор ""Темная фигура девушки""";
1046;Page 9;(Щелчок... Щелчок....) (Ономатопея для шагов) Шаги? Я обернулся и, подойдя к длинному коридору на первом этаже, увидел это.;
1047;Page 10 (Hospital corridor) (Alessa's silhouette appears);В конце коридора, когда белый свет падал ей в спину из окна, из темноты появилась темная фигура девушки.;
1048;Page 11;Кажется, она смотрит на меня и может меня видеть. Шерил? В тот момент, когда я начал приближаться, фигура исчезла.;
1049;Page 12 (Shadow disappears);Бам! Звуки выстрелов разносятся по всей больнице. Из двери слева от того места, где я стою... Лиза!;
1050;Page 13 (Lisa dead on examination room floor);"Я открываю дверь. В воздухе витает слабый запах выстрелов... А посреди комнаты Лиза лежит на боку, мертвая. Глава 12 ""Комната для осмотра"" Лиза, застреленная";
1051;Page 14;«Лиза...!» Я тут же подумал о Сибил. Ситуации до странного похожи друг на друга.;
1052;Page 15;В комнате только я и Лиза. В этой закрытой комнате только труп лицом вниз и я. За то короткое время, что я был вне комнаты, кто-то пришел и выстрелил Лизе в шею, а затем вышел из комнаты.;
1053;Page 16;Та девушка. Да, это была та девушка. В этом нет сомнения, она, должно быть, подкарауливала, чтобы Лиза осталась одна. Но с какой целью? Почему Лиза, а не я?;
1054;Go to 12-7;"Глава 12 «Больничный коридор» 12-7 Кто виноват? (Кошмарный больничный коридор) Глава 12 ""Больничный коридор"" Кто преступник?";
1055;Page 1 (Lisa dead on examination room floor);""".........""A ) Преследовать девушку, которую я только что видел.";
1056;Go to 12-8;Б ) А может виновник кто-то другой... да и они еще близки...;
1057;Go to 12-9;Глава 12 «Больничный коридор» Преследуя фигуру девушки;
1058;Page 1 (Hospital corridor);Я с силой открываю дверь смотровой. Как только я попал в коридор, коридор, в котором находилась та девушка, я развернулся и помчался в сторону лифтового холла.;
1059;Page 2;Причина, по которой в этом городе нет людей. Массовое убийство? Убийца в образе девушки, которая убивает без разбора... Мое тело содрогнулось.;
1060;Page 3;Когда я добрался до стены в конце коридора, мои глаза увидели еще одно ужасное зрелище.;
1061;Go to 12-10;Глава 12 «Больничный коридор»Куда делся преступник?;
1062;Page 1 (Lisa dead on examination room floor);"Я обыскиваю местность вокруг трупа..."".........!""Там я нашел знакомый пистолет.""Это...пистолет, который я получил от Сибил...""";
1063;Page 2;На всякий случай проверяю карманы. Конечно же, пистолет пропал... В какой-то момент его у меня украли...;
1064;Page 3;Кауфман...? Или, может быть, Лиза, когда я потерял сознание? Нет, это сложно представить.;
1065;Page 4;Мы с Кауфманном были далеко друг от друга, и я не могу себе представить, чтобы ему удалось взять пистолет с того места, где он был.;
1066;Page 5;То же и с Лизой. Я не могу себе представить, чтобы она взяла пистолет, пока меня нокаутировали с целью самоубийства.;
1067;Page 6;А потом смерть Сибил...;
1068;Page 7;Девушка. В этом нет никаких сомнений. Она преследовала меня все это время, вне поля моего зрения. Она взяла пистолет, пока я спал, а затем выстрелила в Лизу.;
1069;Page 8 (Hospital corridor);Я выскочил из комнаты и побежал в ту сторону, где была девушка. Я держал пистолет наготове у виска и прибыл в холл лифта, готовый ко всему.;
1070;Page 9;Однако... Я не мог поверить в то, что увидел там.;
1071;Go to 12-10;"Глава 12 ""Холл""Даже Кауфманн тоже";
1072;Page 1 (Kaufmann dead against wall);«Кауфман...» Кауфман сжался в угол зала, словно его туда загнали. Одна из стен покрыта отвратительными брызгами, и он уже мертв на полу.;
1073;Page 2;Увидев его рану, я рухнул на землю. Я сидел, скрестив ноги, на твердом кафельном полу, не зная, что делать. Эта девушка ходит и уничтожает все, что видит, из пистолета.;
1074;Page 3;Однако сейчас этой девушки здесь нет.;
1075;Page 4;Я прячу лицо в ладонях. Я думал, пожалуйста, убей меня поскорее. Поскольку каждый человек в городе убит... Я не хочу быть последним, пожалуйста... убей меня поскорее.;
1076;Go to 13-5;"Глава 13 ""Берег озера"" На маленькой лодке (перекрёсток Берега озера 2, ночь)";
1077;Page 1 (Lakeside intersection 2, night);Я сверяюсь с картой, а затем направляюсь в самую большую часть этой обзорной зоны, на берег озера. Мое видимое дыхание касается моих щек, парит в воздухе, словно отмечая мой след, и затем, наконец, становится единым целым с воздухом вокруг него.;
1078;Page 2 (Nightmare street, Lakeside);А затем местность постепенно начала превращаться в этот кошмарный мир. Я резко остановился. На этот раз изменение не мгновенное, как раньше. Этот город, этот мир кажется, что его сбрасывают в тело демона. И меня переполняет чувство, что пути назад нет.;
1079;Page 3;Что-то изменилось. Необратимым образом. Глава 13 «Берег озера» Безнадежность;
1080;Page 4 (Background is Black when this block is loaded);Передо мной дорога. И я бегу по ней. Это все, что я могу сделать. Есть ли надежда? Шерил жива? В этой ситуации, когда я ни в чем не могу быть уверен, мне часто приходится бороться с желанием заболеть.;
1081;Page 5 (Background is Black when this block is loaded);"Однако я верю, что найду кое-что, если буду продолжать идти вперед по этой дороге. Я перебегаю пирс и, не думая об этом, вырываю дверь маленькой лодки, остановившейся на полпути вдоль пирса, и затем бросаюсь внутрь.章　「船内」「見慣れた笑顔」Глава 13 ""Внутри лодки"" Знакомая улыбка";
1082;Page 6 (Inside of boat) (Cybil appears);В лодке уже был пассажир. «Сибил!» «Гарри!» Наши голоса показали, что мы оба почувствовали облегчение.;
1083;Page 7;«Как ты сюда попал?» «Я пошел по канализации. Это ты разрезал забор?» «Да. Я рад, что ты это сделал. Я беспокоился о тебе».;
1084;Page 8;«Ты волновался! Куда ты пропал? Неважно. Я хочу знать, что здесь происходит. Что с этим городом?»;
1085;Page 9;Я собрал все, что со мной произошло, в один несколько неясный вывод. Я смотрю на Сибил и начинаю говорить.;
1086;Page 10;«Это может звучать очень необычно, но послушайте меня. Вы должны мне поверить. Я не сошел с ума и не дурачусь.;
1087;Page 11;Сначала я думал, что схожу с ума. Но теперь я знаю, что это не так. Это не я. Весь этот город... Он захвачен потусторонним миром. Миром оживших чьих-то кошмарных иллюзий...;
1088;Page 12;Мало-помалу вторжение распространяется... Пытаясь поглотить все тьмой. Кажется, я наконец начинаю понимать, о чем говорила эта дама».;
1089;Page 13;«Гарри. Подожди минутку. Я не понимаю?» «Послушай, я сам не все понимаю. Наверное, я не могу этого объяснить». Я честно рассказал, что я чувствовал.;
1090;Page 14;«Ну, из-за чего это происходит?» Я тоже этого не знаю. Но я знаю, что Шерил «там». «Там…?»;
1091;Page 15;«Под тем, кто создал эту тьму. Шерил где-то. И ей нужна моя помощь». Как только я закончил все объяснять, Сибил слабо улыбнулась и посмотрела на меня так, как будто волновалась.;
1092;Page 16;«Гарри. Все это стало для тебя сильным ударом. Тебе нужно отдохнуть». Я был разочарован. Этот мир, его состояние и причина, по которой он стал таким... Я понял и хотел, чтобы Сибил тоже поняла. .;
1093;Page 17;Несмотря на то, что я писатель, я проклят своим ограниченным словарным запасом. Это то, что расстраивает меня в себе самом.;
1094;Page 18;"""Сибил, я..."" Пока я говорил, дверь медленно открылась, и я увидел, как кто-то входит в комнату. Это был не монстр, а человек. Лодка ""Предупреждение Далии""";
1095;Page 19 (Close up of boat window) (Dahlia appears);«Демон пробуждается! Расправляет крылья». «Далия Гиллеспи...» «Разве я не говорил? Теперь я все вижу. Да, все.;
1096;Page 20 (Background fades to black, Dahlia remains);Жаждущий жертвы, демон поглотит землю. Я знал, что этот день наступит. Более того, задача почти выполнена.;
1097;Page 21 (Dahlia fades, the Mark of Samael appears);Осталось только два. Чтобы запечатать этот город в бездне, знак Самаэля. Когда он будет завершен, все будет потеряно.;
1098;Page 22;Даже днем ​​тьма закроет солнце. Мертвые будут ходить, а мученики будут гореть в адском огне. Все умрут».;
1099;Page 23;— Так что мне делать? Я должен спасти Шерил.;
1100;Page 24 (Close up of boat window) (Dahlia appears);"""Это просто. Останови демона. Демона, демона, принимающего форму этого ребенка. Останови его, пока твоя дочь не стала жертвой. Пока не стало слишком поздно. Останови это. Останови это.""";
